node_id,node_label,node_type,area,map_x,map_y,level,importance,is_map_visible,connectable,movement_role,permanent_status,permanent_status_at_jst,permanent_status_by,permanent_status_source,permanent_status_note
#476:A-15,A-15,漁場,#476,699,20,,3,TRUE,TRUE,transit,active,,,,
#476:a-16,a-16,都市,#476,749,49,,8,TRUE,TRUE,target_only,active,,,,
#476:a-2,a-2,都市,#476,49,49,,8,TRUE,TRUE,target_only,active,,,,
#476:a-20,a-20,都市,#476,949,49,,8,TRUE,TRUE,target_only,active,,,,
#476:A-3,A-3,漁場,#476,99,20,,3,TRUE,TRUE,transit,active,,,,
#476:a-4,a-4,都市,#476,149,49,,8,TRUE,TRUE,target_only,active,,,,
#476:A-5,A-5,漁場,#476,199,20,,3,TRUE,TRUE,transit,active,,,,
#476:a-6,a-6,都市,#476,249,49,,8,TRUE,TRUE,target_only,active,,,,
#476:A-7,A-7,漁場,#476,299,20,,3,TRUE,TRUE,transit,active,,,,
#476:a-8,a-8,都市,#476,349,49,,8,TRUE,TRUE,target_only,active,,,,
#476:A-9,A-9,漁場,#476,399,20,,3,TRUE,TRUE,transit,active,,,,
#476:B-1,B-1,漁場,#476,20,99,,3,TRUE,TRUE,transit,active,,,,
#476:b-10,b-10,都市,#476,449,149,,8,TRUE,TRUE,target_only,active,,,,
#476:B-11,B-11,漁場,#476,499,99,,3,TRUE,TRUE,transit,active,,,,
#476:b-12,b-12,都市,#476,549,149,,8,TRUE,TRUE,target_only,active,,,,
#476:B-13,B-13,漁場,#476,599,99,,3,TRUE,TRUE,transit,active,,,,
#476:b-14,b-14,都市,#476,649,149,,8,TRUE,TRUE,target_only,active,,,,
#476:b-16,b-16,都市,#476,749,149,,8,TRUE,TRUE,target_only,active,,,,
#476:B-17,B-17,漁場,#476,799,99,,3,TRUE,TRUE,transit,active,,,,
#476:b-18,b-18,都市,#476,849,149,,8,TRUE,TRUE,target_only,active,,,,
#476:B-19,B-19,漁場,#476,899,99,,3,TRUE,TRUE,transit,active,,,,
#476:b-2,b-2,都市,#476,49,149,,8,TRUE,TRUE,target_only,active,,,,
#476:B-21,B-21,漁場,#476,978,99,,3,TRUE,TRUE,transit,active,,,,
#476:B-3,B-3,漁場,#476,99,99,,3,TRUE,TRUE,transit,active,,,,
#476:b-4,b-4,都市,#476,149,149,,8,TRUE,TRUE,target_only,active,,,,
#476:B-5,B-5,漁場,#476,199,99,,3,TRUE,TRUE,transit,active,,,,
#476:B-7,B-7,漁場,#476,299,99,,3,TRUE,TRUE,transit,active,,,,
#476:B-9,B-9,漁場,#476,399,99,,3,TRUE,TRUE,transit,active,,,,
#476:C-1,C-1,漁場,#476,20,199,,3,TRUE,TRUE,transit,active,,,,
#476:c-10,c-10,都市,#476,449,249,,8,TRUE,TRUE,target_only,active,,,,
#476:c-12,c-12,都市,#476,549,249,,8,TRUE,TRUE,target_only,active,,,,
#476:C-13,C-13,漁場,#476,599,199,,3,TRUE,TRUE,transit,active,,,,
#476:c-14,c-14,都市,#476,649,249,,8,TRUE,TRUE,target_only,active,,,,
#476:c-16,c-16,都市,#476,749,249,,8,TRUE,TRUE,target_only,active,,,,
#476:c-18,c-18,都市,#476,849,249,,8,TRUE,TRUE,target_only,active,,,,
#476:C-21,C-21,漁場,#476,978,199,,3,TRUE,TRUE,transit,active,,,,
#476:C-3,C-3,漁場,#476,99,199,,3,TRUE,TRUE,transit,active,,,,
#476:c-4,c-4,都市,#476,149,249,,8,TRUE,TRUE,target_only,active,,,,
#476:C-5,C-5,漁場,#476,199,199,,3,TRUE,TRUE,transit,active,,,,
#476:C-7,C-7,漁場,#476,299,199,,3,TRUE,TRUE,transit,active,,,,
#476:c-8,c-8,都市,#476,349,249,,8,TRUE,TRUE,target_only,active,,,,
#476:C-9,C-9,漁場,#476,399,199,,3,TRUE,TRUE,transit,active,,,,
#476:D-1,D-1,漁場,#476,20,299,,3,TRUE,TRUE,transit,active,,,,
#476:D-11,D-11,漁場,#476,499,299,,3,TRUE,TRUE,transit,active,,,,
#476:D-13,D-13,漁場,#476,599,299,,3,TRUE,TRUE,transit,active,,,,
#476:d-16,d-16,都市,#476,749,349,,8,TRUE,TRUE,target_only,active,,,,
#476:d-18,d-18,都市,#476,849,349,,8,TRUE,TRUE,target_only,active,,,,
#476:d-20,d-20,都市,#476,949,349,,8,TRUE,TRUE,target_only,active,,,,
#476:d-4,d-4,都市,#476,149,349,,8,TRUE,TRUE,target_only,active,,,,
#476:D-5,D-5,漁場,#476,199,299,,3,TRUE,TRUE,transit,active,,,,
#476:D-7,D-7,漁場,#476,299,299,,3,TRUE,TRUE,transit,active,,,,
#476:d-8,d-8,都市,#476,349,349,,8,TRUE,TRUE,target_only,active,,,,
#476:D-9,D-9,漁場,#476,399,299,,3,TRUE,TRUE,transit,active,,,,
#476:E-1,E-1,漁場,#476,20,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-10,e-10,都市,#476,449,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-11,E-11,漁場,#476,499,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-12,e-12,都市,#476,549,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-13,E-13,漁場,#476,599,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-16,e-16,都市,#476,749,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-17,E-17,漁場,#476,799,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-18,e-18,都市,#476,849,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-19,E-19,漁場,#476,899,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-2,e-2,都市,#476,49,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-21,E-21,漁場,#476,978,399,,3,TRUE,TRUE,transit,active,,,,
#476:E-3,E-3,漁場,#476,99,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-4,e-4,都市,#476,149,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-5,E-5,漁場,#476,199,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-6,e-6,都市,#476,249,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-7,E-7,漁場,#476,299,399,,3,TRUE,TRUE,transit,active,,,,
#476:e-8,e-8,都市,#476,349,449,,8,TRUE,TRUE,target_only,active,,,,
#476:E-9,E-9,漁場,#476,399,399,,3,TRUE,TRUE,transit,active,,,,
#476:F-1,F-1,漁場,#476,20,499,,3,TRUE,TRUE,transit,active,,,,
#476:f-10,f-10,都市,#476,449,549,,8,TRUE,TRUE,target_only,active,,,,
#476:F-11,F-11,漁場,#476,499,499,,3,TRUE,TRUE,transit,active,,,,
#476:f-12,f-12,都市,#476,549,549,,8,TRUE,TRUE,target_only,active,,,,
#476:F-13,F-13,漁場,#476,599,499,,3,TRUE,TRUE,transit,active,,,,
#476:F-17,F-17,漁場,#476,799,499,,3,TRUE,TRUE,transit,active,,,,
#476:f-18,f-18,都市,#476,849,549,,8,TRUE,TRUE,target_only,active,,,,
#476:F-19,F-19,漁場,#476,899,499,,3,TRUE,TRUE,transit,active,,,,
#476:f-2,f-2,都市,#476,49,549,,8,TRUE,TRUE,target_only,active,,,,
#476:f-20,f-20,都市,#476,949,549,,8,TRUE,TRUE,target_only,active,,,,
#476:F-21,F-21,漁場,#476,978,499,,3,TRUE,TRUE,transit,active,,,,
#476:F-5,F-5,漁場,#476,199,499,,3,TRUE,TRUE,transit,active,,,,
#476:F-7,F-7,漁場,#476,299,499,,3,TRUE,TRUE,transit,active,,,,
#476:f-8,f-8,都市,#476,349,549,,8,TRUE,TRUE,target_only,active,,,,
#476:F-9,F-9,漁場,#476,399,499,,3,TRUE,TRUE,transit,active,,,,
#476:G-1,G-1,漁場,#476,20,599,,3,TRUE,TRUE,transit,active,,,,
#476:G-13,G-13,漁場,#476,599,599,,3,TRUE,TRUE,transit,active,,,,
#476:g-16,g-16,都市,#476,749,649,,8,TRUE,TRUE,target_only,active,,,,
#476:G-19,G-19,漁場,#476,899,599,,3,TRUE,TRUE,transit,active,,,,
#476:g-2,g-2,都市,#476,49,649,,8,TRUE,TRUE,target_only,destroyed,2026/05/28 13:24,,legacy_management_table,都市破壊ログ 2026/05/28 13:24:45 / #476 X:49 Y:649 Lv.1都市 / 攻撃側 #534[89M] / 防衛側 #476 / 宝箱×2 / 破壊済み・復活なし
#476:g-20,g-20,都市,#476,949,649,,8,TRUE,TRUE,target_only,active,,,,
#476:G-21,G-21,漁場,#476,978,599,,3,TRUE,TRUE,transit,active,,,,
#476:g-6,g-6,都市,#476,249,649,,8,TRUE,TRUE,target_only,active,,,,
#476:G-7,G-7,漁場,#476,299,599,,3,TRUE,TRUE,transit,active,,,,
#476:H-1,H-1,漁場,#476,20,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-10,h-10,都市,#476,449,749,,8,TRUE,TRUE,target_only,active,,,,
#476:H-11,H-11,漁場,#476,499,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-12,h-12,都市,#476,549,749,,8,TRUE,TRUE,target_only,active,,,,
#476:H-13,H-13,漁場,#476,599,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-14,h-14,都市,#476,649,749,,8,TRUE,TRUE,target_only,active,,,,
#476:H-15,H-15,漁場,#476,699,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-16,h-16,都市,#476,749,749,,8,TRUE,TRUE,target_only,active,,,,
#476:H-19,H-19,漁場,#476,899,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-2,h-2,都市,#476,49,749,,8,TRUE,TRUE,target_only,active,,,,
#476:H-21,H-21,漁場,#476,978,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-4,h-4,都市,#476,149,749,,8,TRUE,TRUE,target_only,active,,,,
#476:h-6,h-6,都市,#476,249,749,,8,TRUE,TRUE,target_only,active,,,,
#476:H-7,H-7,漁場,#476,299,699,,3,TRUE,TRUE,transit,active,,,,
#476:h-8,h-8,都市,#476,349,749,,8,TRUE,TRUE,target_only,active,,,,
#476:I-1,I-1,漁場,#476,20,799,,3,TRUE,TRUE,transit,active,,,,
#476:i-10,i-10,都市,#476,449,849,,8,TRUE,TRUE,target_only,active,,,,
#476:I-11,I-11,漁場,#476,499,799,,3,TRUE,TRUE,transit,active,,,,
#476:i-12,i-12,都市,#476,549,849,,8,TRUE,TRUE,target_only,active,,,,
#476:i-14,i-14,都市,#476,649,849,,8,TRUE,TRUE,target_only,active,,,,
#476:I-15,I-15,漁場,#476,699,799,,3,TRUE,TRUE,transit,active,,,,
#476:i-16,i-16,都市,#476,749,849,,8,TRUE,TRUE,target_only,active,,,,
#476:I-17,I-17,漁場,#476,799,799,,3,TRUE,TRUE,transit,active,,,,
#476:i-18,i-18,都市,#476,849,849,,8,TRUE,TRUE,target_only,active,,,,
#476:i-2,i-2,都市,#476,49,849,,8,TRUE,TRUE,target_only,destroyed,2026/05/27 20:02,,legacy_management_table,都市破壊ログ 2026/05/27 20:02:38 / #476 X:49 Y:849 Lv.1都市 / 攻撃側 #534[nO9] / 防衛側 #476[476H] / 宝箱×2 / 破壊済み・復活なし
#476:i-20,i-20,都市,#476,949,849,,8,TRUE,TRUE,target_only,active,,,,
#476:I-21,I-21,漁場,#476,978,799,,3,TRUE,TRUE,transit,active,,,,
#476:I-3,I-3,漁場,#476,99,799,,3,TRUE,TRUE,transit,active,,,,
#476:i-4,i-4,都市,#476,149,849,,8,TRUE,TRUE,target_only,active,,,,
#476:J-1,J-1,漁場,#476,20,899,,3,TRUE,TRUE,transit,active,,,,
#476:J-13,J-13,漁場,#476,599,899,,3,TRUE,TRUE,transit,active,,,,
#476:J-21,J-21,漁場,#476,978,899,,3,TRUE,TRUE,transit,active,,,,
#476:J-7,J-7,漁場,#476,299,899,,3,TRUE,TRUE,transit,active,,,,
#476:J-9,J-9,漁場,#476,399,899,,3,TRUE,TRUE,transit,active,,,,
#476:K-1,K-1,漁場,#476,20,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-11,K-11,漁場,#476,499,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-13,K-13,漁場,#476,599,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-15,K-15,漁場,#476,699,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-17,K-17,漁場,#476,799,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-19,K-19,漁場,#476,899,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-21,K-21,漁場,#476,978,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-3,K-3,漁場,#476,99,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-5,K-5,漁場,#476,199,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-7,K-7,漁場,#476,299,978,,3,TRUE,TRUE,transit,active,,,,
#476:K-9,K-9,漁場,#476,399,978,,3,TRUE,TRUE,transit,active,,,,
#480:G-5,G-5,漁場,#480,199,599,,3,TRUE,TRUE,transit,active,,,,
#480:F-7,F-7,漁場,#480,299,499,,3,TRUE,TRUE,transit,active,,,,
#480:G-7,G-7,漁場,#480,299,599,,3,TRUE,TRUE,transit,active,,,,
#480:J-19,J-19,漁場,#480,899,899,,3,TRUE,TRUE,transit,active,,,,
#480:K-19,K-19,漁場,#480,899,978,,3,TRUE,TRUE,transit,active,,,,
#480:I-9,I-9,漁場,#480,399,799,,3,TRUE,TRUE,transit,active,,,,
#480:F-15,F-15,漁場,#480,699,499,,3,TRUE,TRUE,transit,active,,,,
#480:H-9,H-9,漁場,#480,399,699,,3,TRUE,TRUE,transit,active,,,,
#480:H-7,H-7,漁場,#480,299,699,,3,TRUE,TRUE,transit,active,,,,
#480:K-17,K-17,漁場,#480,799,978,,3,TRUE,TRUE,transit,active,,,,
#480:K-15,K-15,漁場,#480,699,978,,3,TRUE,TRUE,transit,active,,,,
#480:D-13,D-13,漁場,#480,599,299,,3,TRUE,TRUE,transit,active,,,,
#480:C-15,C-15,漁場,#480,699,199,,3,TRUE,TRUE,transit,active,,,,
#480:D-15,D-15,漁場,#480,699,299,,3,TRUE,TRUE,transit,active,,,,
#480:E-5,E-5,漁場,#480,199,399,,3,TRUE,TRUE,transit,active,,,,
#480:K-11,K-11,漁場,#480,499,978,,3,TRUE,TRUE,transit,active,,,,
#480:K-9,K-9,漁場,#480,399,978,,3,TRUE,TRUE,transit,active,,,,
#480:C-5,C-5,漁場,#480,199,199,,3,TRUE,TRUE,transit,active,,,,
#480:D-1,D-1,漁場,#480,20,299,,3,TRUE,TRUE,transit,active,,,,
#480:E-7,E-7,漁場,#480,299,399,,3,TRUE,TRUE,transit,active,,,,
#480:D-7,D-7,漁場,#480,299,299,,3,TRUE,TRUE,transit,active,,,,
#480:E-1,E-1,漁場,#480,20,399,,3,TRUE,TRUE,transit,active,,,,
#480:C-11,C-11,漁場,#480,499,199,,3,TRUE,TRUE,transit,active,,,,
#480:C-7,C-7,漁場,#480,299,199,,3,TRUE,TRUE,transit,active,,,,
#480:H-1,H-1,漁場,#480,20,699,,3,TRUE,TRUE,transit,active,,,,
#480:e-8,e-8,都市,#480,349,449,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:34,,legacy_management_table,都市破壊OCR IMG_1438.PNG / 2026/05/30 12:34:40 / #480 X:349 Y:449 Lv.3都市 / 攻撃側 #440[BAJ] / 防衛側 #480[BgNa] / 宝箱×10 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:f-8,f-8,都市,#480,349,549,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 20:15,,legacy_management_table,"Dropbox破壊OCR IMG_1466.PNG / 2026/05/30 20:15:30 / #440[BAJ] が #480[BgNa] 領有中の Lv.3都市 #480(349,549) を破壊 / 宝箱x10 / 破壊済み・復活なし"
#480:e-4,e-4,都市,#480,149,449,,8,TRUE,TRUE,target_only,active,,,,
#480:d-4,d-4,都市,#480,149,349,,8,TRUE,TRUE,target_only,active,,,,
#480:B-15,B-15,漁場,#480,699,99,,3,TRUE,TRUE,transit,active,,,,
#480:A-15,A-15,漁場,#480,699,20,,3,TRUE,TRUE,transit,active,,,,
#480:e-6,e-6,都市,#480,249,449,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 4:03,,legacy_management_table,都市破壊OCR IMG_1430.PNG / 2026/05/30 04:03:49 / #480 X:249 Y:449 Lv.2都市 / 攻撃側 #440[GoDs] / 防衛側 #480[TkTk] / 宝箱×5 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:f-6,f-6,都市,#480,249,549,,8,TRUE,TRUE,target_only,active,,,,
#480:g-10,g-10,都市,#480,449,649,,8,TRUE,TRUE,target_only,active,,,,
#480:i-4,i-4,都市,#480,149,849,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:20,,legacy_management_table,都市破壊OCR IMG_1436.PNG / 2026/05/30 12:20:32 / #480 X:149 Y:849 Lv.1都市 / 攻撃側 #509[FHX] / 防衛側 #480[RCON] / 宝箱×2 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:f-4,f-4,都市,#480,149,549,,8,TRUE,TRUE,target_only,active,,,,
#480:b-20,b-20,都市,#480,949,149,,8,TRUE,TRUE,target_only,active,,,,
#480:c-18,c-18,都市,#480,849,249,,8,TRUE,TRUE,target_only,active,,,,
#480:d-16,d-16,都市,#480,749,349,,8,TRUE,TRUE,target_only,active,,,,
#480:f-2,f-2,都市,#480,49,549,,8,TRUE,TRUE,target_only,active,,,,
#480:F-9,F-9,漁場,#480,399,499,,3,TRUE,TRUE,transit,active,,,,
#480:b-14,b-14,都市,#480,649,149,,8,TRUE,TRUE,target_only,active,,,,
#480:d-6,d-6,都市,#480,249,349,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:03,,legacy_management_table,都市破壊OCR IMG_1432.PNG / 2026/05/30 12:03:46 / #480 X:249 Y:349 Lv.2都市 / 攻撃側 #440[GoDs] / 防衛側 #480[WbW] / 宝箱×5 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:e-16,e-16,都市,#480,749,449,,8,TRUE,TRUE,target_only,active,,,,
#480:J-21,J-21,漁場,#480,978,899,,3,TRUE,TRUE,transit,active,,,,
#480:I-7,I-7,漁場,#480,299,799,,3,TRUE,TRUE,transit,active,,,,
#480:D-3,D-3,漁場,#480,99,299,,3,TRUE,TRUE,transit,active,,,,
#480:G-3,G-3,漁場,#480,99,599,,3,TRUE,TRUE,transit,active,,,,
#480:C-17,C-17,漁場,#480,799,199,,3,TRUE,TRUE,transit,active,,,,
#480:I-5,I-5,漁場,#480,199,799,,3,TRUE,TRUE,transit,active,,,,
#480:a-18,a-18,交易地,#480,849,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-16,a-16,交易地,#480,749,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-4,a-4,交易地,#480,149,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-12,a-12,交易地,#480,549,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-14,a-14,交易地,#480,649,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-2,a-2,交易地,#480,49,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-8,a-8,交易地,#480,349,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-10,a-10,交易地,#480,449,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-20,a-20,交易地,#480,949,49,,1,TRUE,FALSE,isolated,active,,,,
#480:a-6,a-6,交易地,#480,249,49,,1,TRUE,FALSE,isolated,active,,,,
#480:K-7,K-7,漁場,#480,299,978,,3,TRUE,TRUE,transit,active,,,,
#480:K-5,K-5,漁場,#480,199,978,,3,TRUE,TRUE,transit,active,,,,
#480:I-21,I-21,漁場,#480,978,799,,3,TRUE,TRUE,transit,active,,,,
#480:D-5,D-5,漁場,#480,199,299,,3,TRUE,TRUE,transit,active,,,,
#480:H-13,H-13,漁場,#480,599,699,,3,TRUE,TRUE,transit,active,,,,
#480:I-13,I-13,漁場,#480,599,799,,3,TRUE,TRUE,transit,active,,,,
#480:H-21,H-21,漁場,#480,978,699,,3,TRUE,TRUE,transit,active,,,,
#480:h-20,h-20,都市,#480,949,749,,8,TRUE,TRUE,target_only,active,,,,
#480:F-5,F-5,漁場,#480,199,499,,3,TRUE,TRUE,transit,active,,,,
#480:D-17,D-17,漁場,#480,799,299,,3,TRUE,TRUE,transit,active,,,,
#480:A-5,A-5,漁場,#480,199,20,,3,TRUE,TRUE,transit,active,,,,
#480:B-11,B-11,漁場,#480,499,99,,3,TRUE,TRUE,transit,active,,,,
#480:B-7,B-7,漁場,#480,299,99,,3,TRUE,TRUE,transit,active,,,,
#480:A-7,A-7,漁場,#480,299,20,,3,TRUE,TRUE,transit,active,,,,
#480:h-4,h-4,都市,#480,149,749,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:23,,legacy_management_table,都市破壊OCR IMG_1437.PNG / 2026/05/30 12:23:36 / #480 X:149 Y:749 Lv.1都市 / 攻撃側 #534[JDX] / 防衛側 #480[MtG] / 宝箱×2 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:g-20,g-20,都市,#480,949,649,,8,TRUE,TRUE,target_only,active,,,,
#480:G-17,G-17,漁場,#480,799,599,,3,TRUE,TRUE,transit,active,,,,
#480:e-18,e-18,都市,#480,849,449,,8,TRUE,TRUE,target_only,active,,,,
#480:f-18,f-18,都市,#480,849,549,,8,TRUE,TRUE,target_only,active,,,,
#480:f-14,f-14,都市,#480,649,549,,8,TRUE,TRUE,target_only,active,,,,
#480:g-14,g-14,都市,#480,649,649,,8,TRUE,TRUE,target_only,active,,,,
#480:g-12,g-12,都市,#480,549,649,,8,TRUE,TRUE,target_only,active,,,,
#480:g-8,g-8,都市,#480,349,649,,8,TRUE,TRUE,target_only,active,,,,
#480:d-8,d-8,都市,#480,349,349,,8,TRUE,TRUE,target_only,active,,,,
#480:d-10,d-10,都市,#480,449,349,,8,TRUE,TRUE,target_only,destroyed,2026/05/27 20:12,,legacy_management_table,都市破壊ログ 2026/05/27 20:12:18 / #480 X:449 Y:349 Lv.3都市 / 攻撃側 #440[GcC] / 防衛側 #480[BgNa] / 宝箱×10 / 破壊済み・復活なし
#480:d-12,d-12,都市,#480,549,349,,8,TRUE,TRUE,target_only,destroyed,2026/05/27 20:23,,legacy_management_table,都市破壊ログ 2026/05/27 20:23:21 / #480 X:549 Y:349 Lv.3都市 / 攻撃側 #440[GcC] / 防衛側 #480[WbW] / 宝箱×10 / 破壊済み・復活なし
#480:I-1,I-1,漁場,#480,20,799,,3,TRUE,TRUE,transit,active,,,,
#480:C-1,C-1,漁場,#480,20,199,,3,TRUE,TRUE,transit,active,,,,
#480:J-13,J-13,漁場,#480,599,899,,3,TRUE,TRUE,transit,active,,,,
#480:h-2,h-2,都市,#480,49,749,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:17,,legacy_management_table,都市破壊OCR IMG_1435.PNG / 2026/05/30 12:17:52 / #480 X:49 Y:749 Lv.1都市 / 攻撃側 #534[JDX] / 防衛側 #480[MtG] / 宝箱×2 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:g-6,g-6,都市,#480,249,649,,8,TRUE,TRUE,target_only,active,,,,
#480:B-17,B-17,漁場,#480,799,99,,3,TRUE,TRUE,transit,active,,,,
#480:B-19,B-19,漁場,#480,899,99,,3,TRUE,TRUE,transit,active,,,,
#480:d-14,d-14,都市,#480,649,349,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:04,,legacy_management_table,都市破壊OCR IMG_1433.PNG / 2026/05/30 12:04:51 / #480 X:649 Y:349 Lv.3都市 / 攻撃側 #509[SsQ] / 防衛側 #480[BgNa] / 宝箱×10 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:j-20,j-20,都市,#480,949,949,,8,TRUE,TRUE,target_only,active,,,,
#480:F-3,F-3,漁場,#480,99,499,,3,TRUE,TRUE,transit,active,,,,
#480:J-5,J-5,漁場,#480,199,899,,3,TRUE,TRUE,transit,active,,,,
#480:J-7,J-7,漁場,#480,299,899,,3,TRUE,TRUE,transit,active,,,,
#480:J-9,J-9,漁場,#480,399,899,,3,TRUE,TRUE,transit,active,,,,
#480:F-1,F-1,漁場,#480,20,499,,3,TRUE,TRUE,transit,active,,,,
#480:G-1,G-1,漁場,#480,20,599,,3,TRUE,TRUE,transit,active,,,,
#480:J-15,J-15,漁場,#480,699,899,,3,TRUE,TRUE,transit,active,,,,
#480:A-1,A-1,漁場,#480,20,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-11,A-11,漁場,#480,499,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-13,A-13,漁場,#480,599,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-17,A-17,漁場,#480,799,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-19,A-19,漁場,#480,899,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-21,A-21,漁場,#480,978,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-3,A-3,漁場,#480,99,20,,3,TRUE,TRUE,transit,active,,,,
#480:A-9,A-9,漁場,#480,399,20,,3,TRUE,TRUE,transit,active,,,,
#480:B-1,B-1,漁場,#480,20,99,,3,TRUE,TRUE,transit,active,,,,
#480:b-10,b-10,都市,#480,449,149,,8,TRUE,TRUE,target_only,active,,,,
#480:b-12,b-12,都市,#480,549,149,,8,TRUE,TRUE,target_only,active,,,,
#480:B-13,B-13,漁場,#480,599,99,,3,TRUE,TRUE,transit,active,,,,
#480:b-16,b-16,都市,#480,749,149,,8,TRUE,TRUE,target_only,active,,,,
#480:b-18,b-18,都市,#480,849,149,,8,TRUE,TRUE,target_only,active,,,,
#480:b-2,b-2,都市,#480,49,149,,8,TRUE,TRUE,target_only,active,,,,
#480:B-21,B-21,漁場,#480,978,99,,3,TRUE,TRUE,transit,active,,,,
#480:B-3,B-3,漁場,#480,99,99,,3,TRUE,TRUE,transit,active,,,,
#480:b-4,b-4,都市,#480,149,149,,8,TRUE,TRUE,target_only,active,,,,
#480:B-5,B-5,漁場,#480,199,99,,3,TRUE,TRUE,transit,active,,,,
#480:b-6,b-6,都市,#480,249,149,,8,TRUE,TRUE,target_only,destroyed,2026/05/28 4:37,,legacy_management_table,都市破壊ログ 2026/05/28 04:37:22 / #480 X:249 Y:149 Lv.1都市 / 攻撃側 #440[GoDs] / 防衛側 #480[PmP] / 宝箱×2 / 破壊済み・復活なし
#480:b-8,b-8,都市,#480,349,149,,8,TRUE,TRUE,target_only,destroyed,2026/05/28 12:01,,legacy_management_table,都市破壊ログ 2026/05/28 12:01:52 / #480 X:349 Y:149 Lv.1都市 / 攻撃側 #440[GoDs] / 防衛側 #480[BgNa] / 宝箱×2 / 破壊済み・復活なし
#480:B-9,B-9,漁場,#480,399,99,,3,TRUE,TRUE,transit,active,,,,
#480:c-10,c-10,都市,#480,449,249,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:14,,legacy_management_table,都市破壊OCR IMG_1434.PNG / 2026/05/30 12:14:27 / #480 X:449 Y:249 Lv.2都市 / 攻撃側 #440[GcC] / 防衛側 #480[BgNa] / 宝箱×5 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:c-12,c-12,都市,#480,549,249,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:16,,legacy_management_table,都市破壊OCR IMG_1435.PNG / 2026/05/30 12:16:10 / #480 X:549 Y:249 Lv.2都市 / 攻撃側 #440[GcC] / 防衛側 #480[WbW] / 宝箱×5 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:C-13,C-13,漁場,#480,599,199,,3,TRUE,TRUE,transit,active,,,,
