target_server,coord,x,y,event_time,actor_server,actor_alliance,defender_alliance,level,text_color,destroyed_by,frame,timestamp_sec,raw_text
#480,e-14,649,449,2026-5-30 12:01:48,#509,SsQ,CDf8,3,blue,ally,range01_frame_000163.png,81.0,"#509[SsQ]が#480[CDf8]領有中のLv.3都市 #480(649,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,e-16,749,449,2026-6-17 12:08:0,#509,MOn,CDf8,2,blue,ally,range01_frame_000636.png,317.0,"#509[MOn]が#480[CDf8]領有中のLv.2都市 #480(749,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,f-2,49,549,2026-6-6 20:18:0,#440,GoDs,Digg,1,blue,ally,range01_frame_000420.png,209.5,"#440[GoDs]が#480[Digg]領有中のLv.1都市 #480(49,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,f-4,149,549,2026-6-6 20:30:3,#534,89M,Digg,1,blue,ally,range01_frame_000420.png,209.5,"#534[89M]が#480[Digg]領有中のLv.1都市 #480(149,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,f-8,349,549,2026-5-30 20:15:3,#440,BAJ,BgNa,3,blue,ally,range01_frame_000246.png,122.0,"#440[BAJ]が#480[BgNa]領有中のLv.3都市#480(349,549)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,f-16,749,549,2026-6-20 04:08:5,#509,SsQ,AA0A,2,blue,ally,range01_frame_000673.png,336.0,"#509[SsQ]が#480[AA0A]領有中のLv.2都市#480(749,549)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,g-2,49,649,2026-6-10 04:07:3,#534,KTVS,TkTk,1,blue,ally,range01_frame_000434.png,216.5,"#534[KTVS]が#480[TkTk]領有中のLv.1都市 #480(49,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,g-4,149,649,2026-6-10 04:40:4,#534,89M,TkTk,1,blue,ally,range01_frame_000442.png,220.5,"#534[89M]が#480[TkTk]領有中のLv.1都市#480(149,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,g-10,449,649,2026-6-10 12:14:3,#440,GcC,RCON,3,blue,ally,range01_frame_000459.png,228.5,"#440[GcC]が#480[RCON]領有中のLv.3都市 #480(449,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,g-16,749,649,2026-6-20 12:48:4,#440,GcC,BgNa,2,blue,ally,range01_frame_000713.png,356.0,"#440[GcC]が#480[BgNa]領有中のLv.2都市 #480(749,649)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,g-18,849,649,2026-6-20 12:30:2,#509,SsQ,BgNa,1,blue,ally,range01_frame_000699.png,349.0,"#509[SsQ]が#480[BgNa]領有中のLv.1都市 #480(849,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-2,49,749,2026-5-30 12:16:10,#534,JDX,MtG,1,blue,ally,range01_frame_000192.png,95.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(49,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000211.png,105.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-8,349,749,2026-6-3 12:11:40,#534,KTVS,TkTk,2,blue,ally,range01_frame_000306.png,152.5,"#534[KTVS]が#480[TkTk]領有中のLv.2都市 #480(349,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,h-14,649,749,2026-6-20 12:48:4,#440,BAJ,WbU,2,blue,ally,range01_frame_000705.png,352.0,"#440[BAJ]が#480[WbU]領有中のLv.2都市 #480(649,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,h-16,749,749,2026-6-17 20:30:2,#440,GcC,AAOA,2,blue,ally,range01_frame_000665.png,332.0,"#440[GcC]が#480[AAOA]領有中のLv.2都市 #480(749,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:0,#509,FHX,RCON,1,blue,ally,range01_frame_000201.png,100.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:19:3,#509,FHX,RCON,1,blue,ally,range01_frame_000211.png,105.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-6,249,849,2026-6-3 12:13:1,#534,KTVS,RCON,1,blue,ally,range01_frame_000320.png,159.5,"#534[KTVS]が#480[RCON]領有中のLv.1都市 #480(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-8,349,849,2026-6-10 12:14:3,#509,BHE,RCON,1,blue,ally,range01_frame_000462.png,230.5,"#509[BHE]が#480[RCON]領有中のLv.1都市 #480(349,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,j-2,49,949,2026-6-6 12:21:3,#509,MOn,MtG,1,blue,ally,range01_frame_000398.png,198.5,"#509[MOn]が#480[MtG]領有中のLv.1都市 #480(49,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,j-4,149,949,2026-6-6 12:21:3,#509,BHE,MtG,1,blue,ally,range01_frame_000399.png,198.5,"#509[BHE]が#480[MtG]領有中のLv.1都市 #480(149,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,j-6,249,949,2026-6-6 09:03:0,#534,KTVS,,1,blue,ally,range01_frame_000388.png,193.5,"#534[KTVS]が#480領有中のLv.1都市#480(249,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,j-8,349,949,2026-6-6 12:14:58,#534,JDX,TkTk,1,blue,ally,range01_frame_000400.png,199.5,"#534[JDX]が#480[TkTk]領有中のLv.1都市 #480(349,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-4,149,49,2026-5-27 00:11:4,#476,476Z,,1,red,enemy,range01_frame_000009.png,4.0,"#476[476Z]が#509領有中のLv.1都市#509(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-6,249,49,2026-5-27 00:04:30,#476,476Z,,1,red,enemy,range01_frame_000009.png,4.0,"#476[476Z]が#509領有中のLv.1都市#509(249,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-8,349,49,2026-5-27 00:17:4,#476,476Z,,1,red,enemy,range01_frame_000009.png,4.0,"#476[476Z]が#509領有中のLv.1都市#509(349,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-10,449,49,2026-5-27 00:35:3,#476,ALj,,1,red,enemy,range01_frame_000013.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-12,549,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000013.png,6.0,"#476[ALj]が#509領有中のLv.1都市#509(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-14,649,49,2026-5-27 00:52:1,#476,ALj,,1,red,enemy,range01_frame_000009.png,4.0,"#476[ALj]が#509領有中のLv.1都市#509(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-16,749,49,2026-6-3 12:48:4,#503,Sti,SHA,1,red,enemy,range01_frame_000345.png,171.5,"#503[Sti]が#534[SHA]領有中のLv.1都市 #509(749,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,a-18,849,49,2026-6-3 20:03:13,#503,GX99,AoW,1,red,enemy,range01_frame_000362.png,180.5,"#503[GX99]が#509[AoW]領有中のLv.1都市 #509(849,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-2,49,149,2026-6-13 20:46:0,#503,GX99,SHA,1,red,enemy,range01_frame_000595.png,297.0,"#503[GX99]が#534[SHA]領有中のLv.1都市#509(49,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-4,149,149,2026-6-17 04:02:1,#476,476d,eXt,1,red,enemy,range01_frame_000605.png,302.0,"#476[476d]が#509[eXt]領有中のLv.1都市#509(149,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-6,249,149,2026-6-17 04:03:5,#476,476d,VEX,1,red,enemy,range01_frame_000605.png,302.0,"#476[476d]が#509[VEX]領有中のLv.1都市#509(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-8,349,149,2026-6-13 12:02:4,#476,476d,VEX,1,red,enemy,range01_frame_000545.png,272.0,"#476[476d]が#509[VEX]領有中のLv.1都市 #509(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-10,449,149,2026-6-13 04:39:33,#476,476d,VEX,1,red,enemy,range01_frame_000537.png,268.0,"#476[476d]が#509[VEX]領有中のLv.1都市 #509(449,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-12,549,149,2026-5-30 12:41:0,#503,TIKW,VEX,1,red,enemy,range01_frame_000224.png,111.0,"#503[TIKW]が#509[VEX]領有中のLv.1都市 #509(549,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-14,649,149,2026-6-3 12:48:4,#503,one,AoW,1,red,enemy,range01_frame_000338.png,168.5,"#503[one]が#509[AoW]領有中のLv.1都市#509(649,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-16,749,149,2026-5-30 04:31:1,#503,one,OWM,1,red,enemy,range01_frame_000147.png,73.0,"#503[one]が#509[OWM]領有中のLv.1都市 #509(749,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,b-18,849,149,2026-6-6 12:10:4,#503,one,AoW,1,red,enemy,range01_frame_000390.png,194.5,"#503[one]が#509[AoW]領有中のLv.1都市#509(849,149)を攻擊し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-2,49,249,2026-6-13 12:20:1,#509,tWD,,1,red,enemy,range01_frame_000553.png,276.0,"#503[GX99]が#509[tWD]領有中のLv.1都市 #509(49,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-4,149,249,2026-6-6 20:26:4,#476,476d,tWD,1,red,enemy,range01_frame_000418.png,208.5,"#476[476d]が#509[tWD]領有中のLv.1都市 #509(149,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-6,249,249,2026-6-6 12:24:0,#476,476d,tWD,2,red,enemy,range01_frame_000403.png,200.5,"#476[476d]が#509[tWD]領有中のLv.2都市 #509(249,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-8,349,249,2026-5-30 00:08:1,#476,476d,VEX,2,red,enemy,range01_frame_000147.png,73.0,"#476[476d]が#509[VEX]領有中のLv.2都市 #509(349,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-10,449,249,2026-5-27 12:22:4,#503,Lghs,VEX,2,red,enemy,range01_frame_000073.png,36.0,"#503[Lghs]が#509[VEX]領有中のLv.2都市 #509(449,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-12,549,249,2026-5-30 04:48:18,#476,476d,VEX,2,red,enemy,range01_frame_000163.png,81.0,"#476[476d]が#509[VEX]領有中のLv.2都市 #509(549,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-14,649,249,2026-5-30 12:03:5,#503,GX99,SsQ,2,red,enemy,range01_frame_000166.png,82.0,"#503[GX99]が#509[SsQ]領有中のLv.2都市 #509(649,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:4,#503,one,SsQ,2,red,enemy,range01_frame_000201.png,100.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-18,849,249,2026-5-27 12:19:5,#480,RCON,SsQ,1,red,enemy,range01_frame_000063.png,31.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市#509(849,249)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,d-2,49,349,2026-6-13 12:08:33,#503,one,BHE,1,red,enemy,range01_frame_000549.png,274.0,"#503[one]が#509[BHE]領有中のLv.1都市 #509(49,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,d-4,149,349,2026-6-10 20:07:0,#503,GX99,tWD,1,red,enemy,range01_frame_000508.png,253.5,"#503[GX99]が#509[tWD]領有中のLv.1都市 #509(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,d-6,249,349,2026-5-30 12:14:2,#503,GX99,tWD,2,red,enemy,range01_frame_000197.png,98.0,"#503[GX99]が#509[tWD]領有中のLv.2都市 #509(249,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000217.png,108.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-10,449,349,2026-5-27 20:17:5,#476,476A,SsQ,3,red,enemy,range01_frame_000125.png,62.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(449,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-12,549,349,2026-5-27 20:04:0,#476,476A,SsQ,3,red,enemy,range01_frame_000115.png,57.0,"#476[476A]が#509[SsQ]領有中のLv.3都市#509(549,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-14,649,349,2026-6-6 10:35:1,#503,GX99,FHX,3,red,enemy,range01_frame_000392.png,195.5,"#503[GX99]が#509[FHX]領有中のLv.3都市 #509(649,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:5,#480,RCON,SsQ,2,red,enemy,range01_frame_000201.png,100.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:2,#480,RCON,SsQ,1,red,enemy,range01_frame_000208.png,103.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-2,49,449,2026-6-13 12:01:5,#503,xjR,tWD,1,red,enemy,range01_frame_000535.png,267.0,"#503[xjR]が#509[tWD]領有中のLv.1都市 #509(49,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-4,149,449,2026-6-3 12:14:20,#503,fzn,tWD,1,red,enemy,range01_frame_000326.png,162.5,"#503[fzn]が#509[tWD]領有中のLv.1都市 #509(149,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-6,249,449,2026-5-30 12:15:2,#503,Lghs,tWD,2,red,enemy,range01_frame_000197.png,98.0,"#503[Lghs]が#509[tWD]領有中のLv.2都市 #509(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:26:?,#476,476A,SsQ,3,red,enemy,range01_frame_000216.png,107.0,"#476[476A]が#509[SsQ]領有中のLv.3都市#509(349,449)を攻撃し、陣営のために破壊宝箱×10を..."
#509,e-14,649,449,2026-5-30 12:04:5,#503,Lghs,FHX,3,red,enemy,range01_frame_000173.png,86.0,"#503[Lghs]が#509[FHX]領有中のLv.3都市 #509(649,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,e-16,749,449,2026-5-27 12:20:04,#503,Lghs,FHX,2,red,enemy,range01_frame_000076.png,37.0,"#503[Lghs]が#509[FHX]領有中のLv.2都市 #509(749,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,e-18,849,449,2026-6-3 12:12:4,#503,Lghs,FHX,1,red,enemy,range01_frame_000320.png,159.5,"#503[Lghs]が#509[FHX]領有中のLv.1都市 #509(849,449)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,f-2,49,549,2026-6-3 12:14:1,#503,Bye,BHE,1,red,enemy,range01_frame_000322.png,160.5,"#503[Bye]が#509[BHE]領有中のLv.1都市 #509(49,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,f-4,149,549,2026-6-20  ,#503,one,tWD,1,red,enemy,range01_frame_000682.png,340.0,"#503[one]が#509[tWD]領有中のLv.1都市 #509(149,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,f-6,249,549,2026-6-3 04:35:2,#480,TkTk,BHE,2,red,enemy,range01_frame_000280.png,139.0,"#480[TkTk]が#509[BHE]領有中のLv.2都市 #509(249,549)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,f-8,349,549,2026-6-3 12:40:00,#476,476A,tWD,3,red,enemy,range01_frame_000336.png,167.5,"#476[476A]が#509[tWD]領有中のLv.3都市 #509(349,549)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,f-14,649,549,2026-6-10 12:13:0,#503,GX99,FHX,3,red,enemy,range01_frame_000454.png,226.5,"#503[GX99]が#509[FHX]領有中のLv.3都市 #509(649,549)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,f-16,749,549,2026-5-27 12:01:5,#503,GX99,FHX,2,red,enemy,range01_frame_000027.png,13.0,"#503[GX99]が#509[FHX]領有中のLv.2都市#509(749,549)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,f-18,849,549,2026-5-27 12:01:5,#503,Bye,FHX,1,red,enemy,range01_frame_000030.png,14.0,"#503[Bye]が#509[FHX]頑有中のLv.1都市#509(849,549)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,g-2,49,649,2026-6-3,#503,Bye,eXt,1,red,enemy,range01_frame_000266.png,132.0,"#503[Bye]が#509[eXt]領有中のLv.1都市#509(49,649)を攻撃し、陣営のために破壊宝箱×?を勝ち取りました"
#509,g-4,149,649,2026-6-3 12:07:33,#480,TkTk,BHE,1,red,enemy,range01_frame_000306.png,152.5,"#480[TkTk]が#509[BHE]領有中のLv.1都市 #509(149,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,g-6,249,649,2026-6-3 12:06:3,#503,xjR,BHE,2,red,enemy,range01_frame_000300.png,149.5,"#503[xjR]が#509[BHE]領有中のLv.2都市 #509(249,649)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,g-8,349,649,2026-6-3 12:18:2,#476,476A,BHE,3,red,enemy,range01_frame_000328.png,163.5,"#476[476A]が#509[BHE]領有中のLv.3都市 #509(349,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,g-10,449,649,2026-6-6 12:14:0,#476,4766A,MOn,3,red,enemy,range01_frame_000391.png,194.5,"#476[4766A]が#509[MOn]領有中のLv.3都市#509(449,649)を攻擊し、陣営のために破壊宝箱×10を勝ち取りました"
#509,g-12,549,649,2026-6-17 04:17:5,#476,476A,FHX,3,red,enemy,range01_frame_000617.png,308.0,"#476[476A]が#509[FHX]領有中のLv.3都市 #509(549,649)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,g-16,749,649,2026-5-27 12:35:10,#503,xjR,MOn,2,red,enemy,range01_frame_000095.png,47.0,"#503[xjR]が#509[MOn]領有中のLv.2都市#509(749,649)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,g-18,849,649,2026-5-27 12:38:18,#503,UMN,MOn,1,red,enemy,range01_frame_000107.png,53.0,"#503[UMN]が#509[MOn]領有中のLv.1都市 #509(849,649)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,h-2,49,749,2026-6-3 04:20:0,#503,xjR,KOCH,1,red,enemy,range01_frame_000265.png,132.0,"#503[xjR]が#509[KOCH]領有中のLv.1都市#509(49,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,h-4,149,749,2026-5-30 12:0,#503,xjR,BHE,1,red,enemy,range01_frame_000180.png,89.0,"#503[xjR]が#509[BHE]領有中のLv.1都市 #509(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,h-6,249,749,2026-6-3 04:25:2,#503,fzn,BHE,2,red,enemy,range01_frame_000274.png,136.0,"#503[fzn]が#509[BHE]領有中のLv.2都市#509(249,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,h-8,349,749,2026-5-30 04:43:1,#503,fzn,BHE,2,red,enemy,range01_frame_000151.png,75.0,"#503[fzn]が#509[BHE]領有中のLv.2都市 #509(349,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,h-10,449,749,2026-6-3 12:45:5,#503,Stj,MOn,2,red,enemy,range01_frame_000334.png,166.5,"#503[Stj]が#509[MOn]領有中のLv.2都市 #509(449,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,h-12,549,749,2026-5-30 04:43:10,#553,IZN,BHE,2,red,enemy,range01_frame_000161.png,80.0,"#553[IZN]が#509[BHE]領有中のLv.2都市 #509(549,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,h-16,749,749,2026-5-27 12:20:4,#503,Stj,MOn,2,red,enemy,range01_frame_000082.png,40.0,"#503[Stj]が#509[MOn]領有中のLv.2都市 #509(749,749)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,h-18,849,749,2026-5-27 12:14:3,#503,Stj,MOn,1,red,enemy,range01_frame_000063.png,31.0,"#503[Stj]が#509[MOn]領有中のLv.1都市#509(849,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-6,249,849,2026-5-30 12:15:?,#503,xjR,OUM,1,red,enemy,range01_frame_000195.png,97.0,"#503[xjR]が#509[OUM]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-8,349,849,2026-5-30 12:05:5,#503,fzn,OUM,1,red,enemy,range01_frame_000175.png,87.0,"#503[fzn]が#509[OUM]領有中のLv.1都市 #509(349,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-10,449,849,2026-5-30 20:07:4,#503,Stj,AoU,1,red,enemy,range01_frame_000247.png,123.0,"#503[Stj]が#509[AoU]領有中のLv.1都市 #509(449,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4,#480,TkTk,AoWU,1,red,enemy,range01_frame_000211.png,105.0,"#480[TkTk]が#509[AoWU]領有中のLv.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-14,649,849,2026-5-27 12:30:0,#503,xjR,OTT,1,red,enemy,range01_frame_000085.png,42.0,"#503[xjR]が#509[OTT]領有中のLv.1都市#509(649,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-16,749,849,2026-5-27 20:23:1,#503,UMN,OTT,1,red,enemy,range01_frame_000135.png,67.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-18,849,849,2026-5-30 20:12:3,#503,Stj,OTT,1,red,enemy,range01_frame_000247.png,123.0,"#503[Stj]が#509[OTT]領有中のLv.1都市 #509(849,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-6,249,949,2026-6-6 04:29:0,#503,UMN,OUM,1,red,enemy,range01_frame_000376.png,187.5,"#503[UMN]が#509[OUM]領有中のLv.1都市 #509(249,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-8,349,949,2026-6-6 04:06:2,#503,UMN,OWM,1,red,enemy,range01_frame_000366.png,182.5,"#503[UMN]が#509[OWM]領有中のLv.1都市 #509(349,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-10,449,949,2026-6-3 12:27:1,#503,UMN,AoW,1,red,enemy,range01_frame_000322.png,160.5,"#503[UMN]が#509[AoW]領有中のLv.1都市 #509(449,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-12,549,949,2026-5-30 20:04:58,#503,UMN,AoU,1,red,enemy,range01_frame_000247.png,123.0,"#503[UMN]が#509[AoU]領有中のLv.1都市 #509(549,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-14,649,949,2026-6-3 12:30:0,#503,hMt,OTT,1,red,enemy,range01_frame_000328.png,163.5,"#503[hMt]が#509[OTT]領有中のLv.1都市 #509(649,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-16,749,949,2026-5-30 12:32:5,#503,UMN,OTT,1,red,enemy,range01_frame_000219.png,109.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,j-18,849,949,2026-5-30 12:46:4,#503,hMt,OTT,1,red,enemy,range01_frame_000239.png,119.0,"#503[hMt]が#509[OTT]領有中のLv.1都市#509(849,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,a-4,149,49,2026-5-30 04:07:4,#523,u3o,SVh,1,red,enemy,range01_frame_000145.png,72.0,"#523[u3o]が#511[SVh]領有中のLv.1都市#511(149,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,a-6,249,49,2026-5-27 12:14:3,#523,u3o,,1,red,enemy,range01_frame_000051.png,25.0,"#523[u3o]が#511領有中のLv.1都市#511(249,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,a-10,449,49,2026-6-17 04:39:5,#523,NBNH,2N7,1,red,enemy,range01_frame_000625.png,312.0,"#523[NBNH]が#511[2N7]領有中のLv.1都市 #511(449,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,a-12,549,49,2026-5-30 04:48:1,#523,K4TR,,1,red,enemy,range01_frame_000157.png,78.0,"#523[K4TR]が#511領有中のLv.1都市#511(549,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,a-14,649,49,2026-5-30 12:50:1,#523,EDFS,,1,blue,ally,range01_frame_000239.png,119.0,"#523[EDFS]が#511領有中のLv.1都市#511(649,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,a-16,749,49,2026-6-3 12:41:20,#523,K4TR,,1,red,enemy,range01_frame_000336.png,167.5,"#523[K4TR]が#511領有中のLv.1都市#511(749,49)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,b-4,149,149,2026-5-27 12:07:3,#523,K4TR,2N7,1,red,enemy,range01_frame_000047.png,23.0,"#523[K4TR]が#511[2N7]領有中のLv.1都市#511(149,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,b-6,249,149,2026-5-27 12:23:2,#523,u3o,,1,red,enemy,range01_frame_000075.png,37.0,"#523[u3o]が#511領有中のLv.1都市 #511(249,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,b-8,349,149,2026-5-27 12:17:5,#523,K4TR,,1,red,enemy,range01_frame_000056.png,27.0,"#523[K4TR]が#511領有中のLv.1都市 #511(349,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,b-10,449,149,2026-6-3 04:34:5,#523,EDF5,sbM,1,red,enemy,range01_frame_000276.png,137.0,"#523[EDF5]が#511[sbM]領有中のLv.1都市#511(449,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,b-12,549,149,2026-6-10 04:25:3,#523,WUG,sbM,1,red,enemy,range01_frame_000443.png,220.5,"#523[WUG]が#511[sbM]領有中のLv.1都市#511(549,149)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
