target_server,coord,x,y,event_time,actor_server,actor_alliance,defender_alliance,level,text_color,destroyed_by,frame,timestamp_sec,raw_text
#509,i-6,249,849,2026-5-30 12:18:00,#503,xjR,0UW,1,red,enemy,range01_frame_000200.png,99.0,"#503[xjR]が#509[0UW]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:00,#509,FHX,RCON,1,blue,ally,range01_frame_000200.png,99.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:40,#503,one,SsQ,2,red,enemy,range01_frame_000200.png,99.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,i-6,249,849,2026-5-30 12:18:0,#503,xjR,OUM,1,red,enemy,range01_frame_000201.png,100.0,"#503[xjR]が#509[OUM]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:0,#509,FHX,RCON,1,blue,ally,range01_frame_000201.png,100.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:4,#503,one,SsQ,2,red,enemy,range01_frame_000201.png,100.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:5,#480,RCON,SsQ,2,red,enemy,range01_frame_000201.png,100.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,i-6,249,849,2026-5-30 12:18:0,#503,xjR,OUM,1,red,enemy,range01_frame_000202.png,100.0,"#503[xjR]が#509[OUM]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:0,#509,FHX,RCON,1,blue,ally,range01_frame_000202.png,100.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:4,#503,one,SsQ,2,red,enemy,range01_frame_000202.png,100.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:5,#480,RCON,SsQ,2,red,enemy,range01_frame_000202.png,100.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,i-6,249,849,2026-5-30 12:18:01,#503,xjR,OUM,1,red,enemy,range01_frame_000203.png,101.0,"#503[xjR]が#509[OUM]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:02,#509,FHX,RCON,1,blue,ally,range01_frame_000203.png,101.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:42,#503,one,SsQ,2,red,enemy,range01_frame_000203.png,101.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:52,#480,RCON,SsQ,2,red,enemy,range01_frame_000203.png,101.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:32,#509,FHX,RCON,1,blue,ally,range01_frame_000203.png,101.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-6,249,849,2026-5-30 12:18:01,#503,xjR,OUM,1,red,enemy,range01_frame_000204.png,101.0,"#503[xjR]が#509[OUM]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:02,#509,FHX,RCON,1,blue,ally,range01_frame_000204.png,101.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:42,#503,one,SsQ,2,red,enemy,range01_frame_000204.png,101.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:52,#480,RCON,SsQ,2,red,enemy,range01_frame_000204.png,101.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:32,#509,FHX,RCON,1,blue,ally,range01_frame_000204.png,101.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-6,249,849,2026-5-30 12:18:01,#503,xjR,0WM,1,red,enemy,range01_frame_000205.png,102.0,"#503[xjR]が#509[0WM]領有中のLv.1都市 #509(249,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:01,#509,FHX,RCON,1,blue,ally,range01_frame_000205.png,102.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:41,#503,one,SsQ,2,red,enemy,range01_frame_000205.png,102.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:54,#480,RCON,SsQ,2,red,enemy,range01_frame_000205.png,102.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:31,#509,FHX,RCON,1,blue,ally,range01_frame_000205.png,102.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:31,#523,5DU,2N7,2,red,enemy,range01_frame_000205.png,102.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-2,49,849,2026-5-30 12:19:01,#509,FHX,RCON,1,blue,ally,range01_frame_000207.png,103.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(49,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:4,#503,one,SsQ,2,red,enemy,range01_frame_000207.png,103.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:5,#480,RCON,SsQ,2,red,enemy,range01_frame_000207.png,103.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:3,#509,FHX,RCON,1,blue,ally,range01_frame_000207.png,103.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:4,#523,5DU,2N7,2,red,enemy,range01_frame_000207.png,103.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,c-16,749,249,2026-5-30 12:19:4,#503,one,SsQ,2,red,enemy,range01_frame_000208.png,103.0,"#503[one]が#509[SsQ]領有中のLv.2都市 #509(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:5,#480,RCON,SsQ,2,red,enemy,range01_frame_000208.png,103.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:3,#509,FHX,RCON,1,blue,ally,range01_frame_000208.png,103.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:4,#523,5DU,2N7,2,red,enemy,range01_frame_000208.png,103.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:2,#480,RCON,SsQ,1,red,enemy,range01_frame_000208.png,103.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:54,#480,RCON,SsQ,2,red,enemy,range01_frame_000209.png,104.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:30,#509,FHX,RCON,1,blue,ally,range01_frame_000209.png,104.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:4?,#523,5DU,2N7,2,red,enemy,range01_frame_000209.png,104.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:20,#480,RCON,SsQ,1,red,enemy,range01_frame_000209.png,104.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4?,#480,TkTk,AoW,1,red,enemy,range01_frame_000209.png,104.0,"#480[TkTk]が#509[AoW]領有中のLv.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,d-16,749,349,2026-5-30 12:19:54,#480,RCON,SsQ,2,red,enemy,range01_frame_000210.png,104.0,"#480[RCON]が#509[SsQ]領有中のLv.2都市 #509(749,349)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:20:30,#509,FHX,RCON,1,blue,ally,range01_frame_000210.png,104.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:4?,#523,5DU,2N7,2,red,enemy,range01_frame_000210.png,104.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:20,#480,RCON,SsQ,1,red,enemy,range01_frame_000210.png,104.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4?,#480,TkTk,AoW,1,red,enemy,range01_frame_000210.png,104.0,"#480[TkTk]が#509[AoW]領有中のLv.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:??:??,#534,JDX,MtG,1,blue,ally,range01_frame_000210.png,104.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,i-4,149,849,2026-5-30 12:19:3,#509,FHX,RCON,1,blue,ally,range01_frame_000211.png,105.0,"#509[FHX]が#480[RCON]領有中のLv.1都市 #480(149,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:3,#523,5DU,2N7,2,red,enemy,range01_frame_000211.png,105.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:2,#480,RCON,Ssq,1,red,enemy,range01_frame_000211.png,105.0,"#480[RCON]が#509[Ssq]領有中のLv.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4,#480,TkTk,AoWU,1,red,enemy,range01_frame_000211.png,105.0,"#480[TkTk]が#509[AoWU]領有中のLv.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000211.png,105.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:3,#523,5DU,2N7,2,red,enemy,range01_frame_000212.png,105.0,"#523[5DU]が#511[2N7]領有中のLv.2都市 #511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:2,#480,RCON,Ssq,1,red,enemy,range01_frame_000212.png,105.0,"#480[RCON]が#509[Ssq]領有中のLv.1都市 #509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4,#480,TkTk,AoWU,1,red,enemy,range01_frame_000212.png,105.0,"#480[TkTk]が#509[AoWU]領有中のLv.1都市 #509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000212.png,105.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:?,#480,AAOA,sbM,2,red,enemy,range01_frame_000212.png,105.0,"#480[AAOA]が#511[sbM]領有中のLv.2都市 #511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:31,#523,5DU,2N7,2,red,enemy,range01_frame_000213.png,106.0,"#523[5DU]が#511[2N7]領有中のLv.2都市#511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:20,#480,RCON,SsQ,1,red,enemy,range01_frame_000213.png,106.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市#509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4,#480,TkTk,AoWU,1,red,enemy,range01_frame_000213.png,106.0,"#480[TkTk]が#509[AoWU]領有中のLv.1都市#509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000213.png,106.0,"#534[JDX]が#480[MtG]領有中のLv.1都市#480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:?,#480,AA0A,sbM,2,red,enemy,range01_frame_000213.png,106.0,"#480[AA0A]が#511[sbM]領有中のLv.2都市#511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:31,#523,5DU,2N7,2,red,enemy,range01_frame_000214.png,106.0,"#523[5DU]が#511[2N7]領有中のLv.2都市#511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:20,#480,RCON,SsQ,1,red,enemy,range01_frame_000214.png,106.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市#509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4,#480,TkTk,AoWU,1,red,enemy,range01_frame_000214.png,106.0,"#480[TkTk]が#509[AoWU]領有中のLv.1都市#509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000214.png,106.0,"#534[JDX]が#480[MtG]領有中のLv.1都市#480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:?,#480,AA0A,sbM,2,red,enemy,range01_frame_000214.png,106.0,"#480[AA0A]が#511[sbM]領有中のLv.2都市#511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,e-6,249,449,2026-5-30 12:20:4,#523,5DU,2N7,2,red,enemy,range01_frame_000215.png,107.0,"#523[5DU]が#511[2N7]領有中のLv.2都市#511(249,449)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#509,d-18,849,349,2026-5-30 12:21:2,#480,RCON,SsQ,1,red,enemy,range01_frame_000215.png,107.0,"#480[RCON]が#509[SsQ]領有中のLv.1都市#509(849,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,i-12,549,849,2026-5-30 12:22:4,#480,TkTk,AoU,1,red,enemy,range01_frame_000215.png,107.0,"#480[TkTk]が#509[AoU]領有中のLv.1都市#509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000215.png,107.0,"#534[JDX]が#480[MtG]領有中のLv.1都市#480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:1,#480,AA0A,sbM,2,red,enemy,range01_frame_000215.png,107.0,"#480[AA0A]が#511[sbM]領有中のLv.2都市#511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:1,#523,5DU,,1,red,enemy,range01_frame_000216.png,107.0,"#523[5DU]が#511領有中のLv.1都市#511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:26:?,#476,476A,SsQ,3,red,enemy,range01_frame_000216.png,107.0,"#476[476A]が#509[SsQ]領有中のLv.3都市#509(349,449)を攻撃し、陣営のために破壊宝箱×10を..."
#509,i-12,549,849,2026-5-30 12:22:4,#509,,,,unknown,unknown,range01_frame_000217.png,108.0,"#509(549,849)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000217.png,108.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:1,#480,AA0A,sbM,2,red,enemy,range01_frame_000217.png,108.0,"#480[AA0A]が#511[sbM]領有中のLv.2都市 #511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:1,#523,5DU,,1,red,enemy,range01_frame_000217.png,108.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:0,#476,476A,SsQ,3,red,enemy,range01_frame_000217.png,108.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000217.png,108.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#480,h-4,149,749,2026-5-30 12:23:3,#534,JDX,MtG,1,blue,ally,range01_frame_000218.png,108.0,"#534[JDX]が#480[MtG]領有中のLv.1都市 #480(149,749)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:1,#480,AA0A,sbM,2,red,enemy,range01_frame_000218.png,108.0,"#480[AA0A]が#511[sbM]領有中のLv.2都市 #511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:1,#523,5DU,,1,red,enemy,range01_frame_000218.png,108.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:0,#476,476A,SsQ,3,red,enemy,range01_frame_000218.png,108.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000218.png,108.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:23:3,#480,AAOA,sbM,2,red,enemy,range01_frame_000219.png,109.0,"#480[AAOA]が#511[sbM]領有中のLv.2都市 #511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:24:1,#523,5DU,,1,red,enemy,range01_frame_000219.png,109.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:0,#476,476A,SsQ,3,red,enemy,range01_frame_000219.png,109.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000219.png,109.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,j-16,749,949,2026-5-30 12:32:5,#503,UMN,OTT,1,red,enemy,range01_frame_000219.png,109.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,c-16,749,249,2026-5-30 12:24:1,#480,AAOA,sbM,2,red,enemy,range01_frame_000220.png,109.0,"#480[AAOA]が#511[sbM]領有中のLv.2都市 #511(749,249)を攻撃し、陣営のために破壊宝箱×5を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:1,#523,5DU,,1,red,enemy,range01_frame_000220.png,109.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:0,#476,476A,SsQ,3,red,enemy,range01_frame_000220.png,109.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000220.png,109.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,j-16,749,949,2026-5-30 12:32:5,#503,UMN,OTT,1,red,enemy,range01_frame_000220.png,109.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:11,#523,5DU,,1,red,enemy,range01_frame_000221.png,110.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:00,#476,476A,SsQ,3,red,enemy,range01_frame_000221.png,110.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000221.png,110.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,j-16,749,949,2026-5-30 12:32:5,#503,UMN,OTT,1,red,enemy,range01_frame_000221.png,110.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,e-8,349,449,2026-5-30,#440,BAJ,BgNa,3,blue,ally,range01_frame_000221.png,110.0,"#440[BAJ]が#480[BgNa]領有中のLv.3都市 #480(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:11,#523,5DU,,1,red,enemy,range01_frame_000222.png,110.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:00,#476,476A,SsQ,3,red,enemy,range01_frame_000222.png,110.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000222.png,110.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,j-16,749,949,2026-5-30 12:32:5,#503,UMN,OTT,1,red,enemy,range01_frame_000222.png,110.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,e-8,349,449,2026-5-30,#440,BAJ,BgNa,3,blue,ally,range01_frame_000222.png,110.0,"#440[BAJ]が#480[BgNa]領有中のLv.3都市 #480(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#511,d-4,149,349,2026-5-30 12:25:1,#523,5DU,,1,red,enemy,range01_frame_000223.png,111.0,"#523[5DU]が#511領有中のLv.1都市 #511(149,349)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:0,#476,476A,SsQ,3,red,enemy,range01_frame_000223.png,111.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000223.png,111.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,j-16,749,949,2026-5-30 12:32:5,#503,UMN,OTT,1,red,enemy,range01_frame_000223.png,111.0,"#503[UMN]が#509[OTT]領有中のLv.1都市 #509(749,949)を攻撃し、陣営のために破壊宝箱×2を勝ち取りました"
#480,e-8,349,449,2026-5-30 12:34:4,#440,BAJ,BgNa,3,blue,ally,range01_frame_000223.png,111.0,"#440[BAJ]が#480[BgNa]領有中のLv.3都市 #480(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,e-8,349,449,2026-5-30 12:30:0,#476,476A,SsQ,3,red,enemy,range01_frame_000224.png,111.0,"#476[476A]が#509[SsQ]領有中のLv.3都市 #509(349,449)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
#509,d-8,349,349,2026-5-30 12:32:2,#476,476A,VEX,3,red,enemy,range01_frame_000224.png,111.0,"#476[476A]が#509[VEX]領有中のLv.3都市 #509(349,349)を攻撃し、陣営のために破壊宝箱×10を勝ち取りました"
