image,image_path,screen_type,event_time,actor_server,actor_alliance,opponent_alliance,target_server,x,y,level,terrain,kind_raw,kind_sheet,action,owner_for_sheet,confidence,time_source,source_text
IMG_0582.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0582.PNG,timeline_chat,2026/05/22 20:46:00,,299,,#503,699,299,3,,漁場,漁場,occupy,299,low,previous_image_visible_time,"連盟299がLV.3漁場 #503(X:699,Y:299)を占 領"
IMG_0582.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0582.PNG,timeline_chat,2026/05/22 20:46:00,,GX99,,#480,199,978,1,,漁場,漁場,occupy,GX99,medium,visible_time,"連盟GX99がLV.1漁場 #480(X:199,Y:978)を 占領"
IMG_0582.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0582.PNG,timeline_chat,2026/05/22 20:46:00,,f4j,,#534,499,978,1,,漁場,漁場,occupy,f4j,medium,visible_time,"連盟f4jがLV.1漁場 #534(X:499,Y:978)を占 領"
IMG_0582.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0582.PNG,timeline_chat,2026/05/22 20:46:00,,GX99,,#480,299,978,1,,漁場,漁場,occupy,GX99,medium,visible_time,"連盟GX99がLV.1漁場 #480(X:299,Y:978)を 占領"
IMG_0583.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0583.PNG,timeline_chat,2026/05/22 21:12:00,,FHX,,#8061,874,924,6,,漁場,漁場,occupy,FHX,low,previous_image_visible_time,"連盟FHXがLV.6漁場 #8061(X:874,Y:924)を 占領"
IMG_0583.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0583.PNG,timeline_chat,2026/05/22 21:12:00,,FHX,,#509,599,399,4,,漁場,漁場,occupy,FHX,medium,visible_time,"連盟FHXがLV.4漁場 #509(X:599,Y:399)を占 領"
IMG_0583.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0583.PNG,timeline_chat,2026/05/22 21:12:00,,sbM,,#511,699,599,3,,漁場,漁場,occupy,sbM,medium,visible_time,"連盟sbMがLV.3漁場 #511(X:699,Y:599)を占 領"
IMG_0583.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0583.PNG,timeline_chat,2026/05/22 21:12:00,,4tH,,#534,399,499,4,,漁場,漁場,occupy,4tH,medium,visible_time,"連盟4tHがLV.4漁場 #534(X:399,Y:499)を占 領"
IMG_0584.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0584.PNG,timeline_chat,2026/05/22 21:44:00,,GoDs,,#440,499,399,4,,漁場,漁場,occupy,GoDs,medium,visible_time,"連盟GODsがLV.4漁場 #440(X:499,Y:399)を 占領"
IMG_0584.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0584.PNG,timeline_chat,2026/05/22 21:44:00,,TkTk,,#480,199,599,2,,漁場,漁場,occupy,TkTk,medium,visible_time,"連盟TKTkがLV.2漁場 #480(X:199,Y:599)を 占領"
IMG_0584.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0584.PNG,timeline_chat,2026/05/22 22:10:00,,476C,,#8061,174,824,7,,漁場,漁場,occupy,476C,medium,visible_time,"連盟476CがLV.7漁場 #8061(X:174,Y:824)を 占領"
IMG_0585.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0585.PNG,timeline_chat,2026/05/22 22:26:00,,476C,,#8061,174,824,7,,漁場,漁場,occupy,476C,low,previous_image_visible_time,"連盟476CがLV.7漁場 #8061(X:174,Y:824)を 占領"
IMG_0585.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0585.PNG,timeline_chat,2026/05/22 22:26:00,,476C,,#8061,124,874,7,,漁場,漁場,occupy,476C,medium,visible_time,"連盟476CがLV.7漁場 #8061(X:124,Y:874)を 占領"
IMG_0586.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0586.PNG,timeline_chat,2026/05/22 23:15:00,,Stj,JL0,#511,49,349,3,,交易地,交易地,steal,Stj,medium,visible_time,"連盟Stjは連盟JLOのLV.3交易地 #511(X:49,Y:349)を奪い"
IMG_0587.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0587.PNG,timeline_chat,2026/05/22 23:15:00,,476A,476A,#476,549,949,4,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟476AのLV.4交易地 #476(X:549,Y:949)を奪い"
IMG_0587.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0587.PNG,timeline_chat,2026/05/22 23:15:00,,GcC,AAOA,#480,449,49,4,,交易地,交易地,steal,GcC,low,previous_image_visible_time,"連盟GcCは連盟AAOAのLV.4交易地 #480(X:449,Y:49)を奪い"
IMG_0587.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0587.PNG,timeline_chat,2026/05/22 23:15:00,,TIKW,Lghs,#503,49,849,1,,交易地,交易地,steal,TIKW,low,previous_image_visible_time,"連盟TIKWは連盟LghsのLV.1交易地 #503(X:49,Y:849)を奪い"
IMG_0588.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0588.PNG,timeline_chat,2026/05/22 23:15:00,,one,Lghs,#503,49,449,4,,交易地,交易地,steal,one,low,previous_image_visible_time,"連盟oneは連盟LghsのLV.4交易地 #503(X:49,Y:449)を奪い"
IMG_0588.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0588.PNG,timeline_chat,2026/05/22 23:15:00,,TaW,BAJ,#440,949,949,1,,交易地,交易地,steal,TaW,low,previous_image_visible_time,"連盟TaWは連盟BAJのLV.1交易地 #440(X:949,Y:949) を奪い"
IMG_0589.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0589.PNG,timeline_chat,2026/05/22 23:15:00,,476B,FHX,#509,949,549,4,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟FHXのLV.4交易地 #509(X:949,Y:549)を奪い"
IMG_0589.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0589.PNG,timeline_chat,2026/05/22 23:15:00,,476C,476C,#476,249,949,2,,交易地,交易地,steal,476C,low,previous_image_visible_time,"連盟476Cは連盟476CのLV.2交易地 #476(X:249,Y:949)を奪い"
IMG_0589.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0589.PNG,timeline_chat,2026/05/22 23:15:00,,476A,BAJ,#440,49,949,1,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟BAのLV.1交易地 #440(X:49,Y:949)を奪い"
IMG_0590.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0590.PNG,timeline_chat,2026/05/22 23:15:00,,one,SVa,#511,49,649,3,,交易地,交易地,steal,one,low,previous_image_visible_time,"連盟oneは連盟SVaのLV.3交易地 #511(X:49,Y:649)を奪い"
IMG_0590.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0590.PNG,timeline_chat,2026/05/22 23:15:00,,Lghs,fzn,#503,49,49,1,,交易地,交易地,steal,Lghs,low,previous_image_visible_time,"連盟Lghsは連盟fznのLV.1交易地 #503(X:49,Y:49)を奪い"
IMG_0590.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0590.PNG,timeline_chat,2026/05/22 23:15:00,,GX99,GX99,#503,49,349,3,,交易地,交易地,steal,GX99,low,previous_image_visible_time,"連盟GX99は連盟GX99のLV.3交易地 #503(X:49,Y:349)を奪い"
IMG_0591.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0591.PNG,timeline_chat,2026/05/22 23:15:00,,JDX,JDX,#534,649,49,3,,交易地,交易地,steal,JDX,low,previous_image_visible_time,"連盟DXは連盟DXのLV.3交易地 #534(X:649,Y:49)を奪い"
IMG_0592.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0592.PNG,timeline_chat,2026/05/22 23:15:00,,476B,BAJ,#440,149,949,1,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟BAJのLV.1交易地 #440(X:149,Y:949) を奪い"
IMG_0592.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0592.PNG,timeline_chat,2026/05/22 23:15:00,,Lghs,JDX,#534,49,49,1,,交易地,交易地,steal,Lghs,low,previous_image_visible_time,"連盟Lghsは連盟DXのLV.1交易地 #534(X:49,Y:49)を奪い"
IMG_0593.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0593.PNG,timeline_chat,2026/05/22 23:15:00,,476Z,2N7,#511,49,849,1,,交易地,交易地,steal,476Z,low,previous_image_visible_time,"連盟476Zは連盟2N7のLV.1交易地 #511(X:49,Y:849)を奪い"
IMG_0593.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0593.PNG,timeline_chat,2026/05/22 23:15:00,,Stj,GX99,#503,49,549,4,,交易地,交易地,steal,Stj,low,previous_image_visible_time,"連盟Stjは連盟GX99のLV.4交易地 #503(X:49,Y:549)を奪い"
IMG_0593.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0593.PNG,timeline_chat,2026/05/22 23:15:00,,476A,SsQ,#509,949,249,2,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟SSQのLV.2交易地 #509(X:949,Y:249)を奪い"
IMG_0594.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0594.PNG,timeline_chat,2026/05/22 23:15:00,,UMN,one,#503,49,949,1,,交易地,交易地,steal,UMN,low,previous_image_visible_time,"連盟UMNは連盟oneのLV.1交易地 #503(X:49,Y:949)を奪い"
IMG_0594.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0594.PNG,timeline_chat,2026/05/22 23:15:00,,fIrE,2N7,#511,49,249,2,,交易地,交易地,steal,fIrE,low,previous_image_visible_time,"連盟fIrEは連盟2N7のLV.2交易地 #511(X:49,Y:249)を奪い"
IMG_0595.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0595.PNG,timeline_chat,2026/05/22 23:15:00,,RCON,KTVS,#534,349,49,3,,交易地,交易地,steal,RCON,low,previous_image_visible_time,"連盟RCONは連盟KTVSのLV.3交易地 #534(X:349,Y:49)を奪い"
IMG_0595.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0595.PNG,timeline_chat,2026/05/22 23:15:00,,GoDs,BAJ,#440,849,949,1,,交易地,交易地,steal,GoDs,low,previous_image_visible_time,"連盟GoDSは連盟BAのLV.1交易地 #440(X:849,Y:949)を奪い"
IMG_0596.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0596.PNG,timeline_chat,2026/05/22 23:15:00,,476A,KTVS,#534,849,49,1,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟KTVSのLV.1交易地 #534(X:849,Y:49)を奪い"
IMG_0596.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0596.PNG,timeline_chat,2026/05/22 23:15:00,,476d,2N7,#511,49,149,1,,交易地,交易地,steal,476d,low,previous_image_visible_time,"連盟476dは連盟2N7のLV.1交易地 #511(X:49,Y:149)を奪い"
IMG_0596.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0596.PNG,timeline_chat,2026/05/22 23:15:00,,476A,FHX,#509,949,849,1,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟FHXのLV.1交易地 #509(X:949,Y:849) を奪い"
IMG_0597.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0597.PNG,timeline_chat,2026/05/22 23:15:00,,476B,FHX,#509,949,49,1,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟FHXのLV.1交易地 #509(X:949,Y:49)を奪い"
IMG_0597.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0597.PNG,timeline_chat,2026/05/22 23:15:00,,BAJ,BAJ,#440,749,949,2,,交易地,交易地,steal,BAJ,low,previous_image_visible_time,"連盟BAは連盟BAのLV.2交易地 #440(X:749,Y:949) を奪い"
IMG_0598.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0598.PNG,timeline_chat,2026/05/22 23:15:00,,AAOA,JL0,#511,49,449,4,,交易地,交易地,steal,AAOA,low,previous_image_visible_time,"連盟AAOAは連盟JLOのLV.4交易地 #511(X:49,Y:449)を奪い"
IMG_0598.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0598.PNG,timeline_chat,2026/05/22 23:15:00,,476A,BAJ,#440,549,949,4,,交易地,交易地,steal,476A,medium,visible_time,"連盟476Aは連盟BAのLV.4交易地 #440(X:549,Y:949) を奪い"
IMG_0598.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0598.PNG,timeline_chat,2026/05/22 23:15:00,,SsQ,EDFS,#523,949,749,2,,交易地,交易地,steal,SsQ,medium,visible_time,"連盟SSQは連盟EDFSのLV.2交易地 #523(X:949,Y:749)を奪い"
IMG_0599.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0599.PNG,timeline_chat,2026/05/22 23:15:00,,476X,SHA,#534,549,49,4,,交易地,交易地,steal,476X,low,previous_image_visible_time,"連盟476Xは連盟SHAのLV.4交易地 #534(X:549,Y:49)を奪い"
IMG_0599.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0599.PNG,timeline_chat,2026/05/22 23:15:00,,476B,FHX,#509,949,949,1,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟FHXのLV.1交易地 #509(X:949,Y:949) を奪い"
IMG_0600.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0600.PNG,timeline_chat,2026/05/22 23:15:00,,GcC,GcC,#440,449,949,4,,交易地,交易地,steal,GcC,low,previous_image_visible_time,"連盟GCCは連盟GCCのLV.4交易地 #440(X:449,Y:949)を奪い"
IMG_0600.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0600.PNG,timeline_chat,2026/05/22 23:15:00,,476B,GcC,#440,349,949,3,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟GCCのLV.3交易地 #440(X:349,Y:949)を奪い"
IMG_0601.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0601.PNG,timeline_chat,2026/05/22 23:15:00,,nO9,NBNH,#523,949,49,1,,交易地,交易地,steal,nO9,low,previous_image_visible_time,"連盟nO9は連盟NBNHのLV.1交易地 #523(X:949,Y:49)を奪い"
IMG_0601.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0601.PNG,timeline_chat,2026/05/22 23:15:00,,476C,476C,#476,149,949,1,,交易地,交易地,steal,476C,low,previous_image_visible_time,"連盟476Cは連盟476CのLV.1交易地 #476(X:149,Y:949) を奪い"
IMG_0601.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0601.PNG,timeline_chat,2026/05/22 23:15:00,,476B,FHX,#509,949,149,1,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟FHXのLV.1交易地 #509(X:949,Y:149)を奪い"
IMG_0602.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0602.PNG,timeline_chat,2026/05/22 23:15:00,,KTVS,RCON,#480,949,49,1,,交易地,交易地,steal,KTVS,low,previous_image_visible_time,"連盟KTVSは連盟RCONのLV.1交易地 #480(X:949,Y:49)を奪い"
IMG_0602.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0602.PNG,timeline_chat,2026/05/22 23:15:00,,476X,SHA,#534,949,49,1,,交易地,交易地,steal,476X,low,previous_image_visible_time,"連盟476Xは連盟SHAのLV.1交易地 #534(X:949,Y:49)を奪い"
IMG_0602.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0602.PNG,timeline_chat,2026/05/22 23:15:00,,476Z,476B,#476,849,949,1,,交易地,交易地,steal,476Z,low,previous_image_visible_time,"連盟476Zは連盟476BのLV.1交易地 #476(X:849,Y:949)を奪い"
IMG_0603.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0603.PNG,timeline_chat,2026/05/22 23:15:00,,SHA,SHA,#534,449,49,4,,交易地,交易地,steal,SHA,low,previous_image_visible_time,"連盟SHAは連盟SHAのLV.4交易地 #534(X:449,Y:49)を奪い"
IMG_0603.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0603.PNG,timeline_chat,2026/05/22 23:15:00,,476A,BAJ,#440,249,949,2,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟BAのLV.2交易地 #440(X:249,Y:949)7 を奪い"
IMG_0603.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0603.PNG,timeline_chat,2026/05/22 23:15:00,,476B,FHX,#509,949,749,2,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟FHXのLV.2交易地 #509(X:949,Y:749) を奪い"
IMG_0604.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0604.PNG,timeline_chat,2026/05/22 23:15:00,,SsQ,K4TR,#523,949,649,3,,交易地,交易地,steal,SsQ,low,previous_image_visible_time,"連盟SsQは連盟K4TRのLV.3交易地 #523(X:949,Y:649)を奪い"
IMG_0604.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0604.PNG,timeline_chat,2026/05/22 23:15:00,,Lghs,one,#503,49,649,3,,交易地,交易地,steal,Lghs,low,previous_image_visible_time,"連盟Lghsは連盟oneのLV.3交易地 #503(X:49,Y:649)を奪い"
IMG_0604.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0604.PNG,timeline_chat,2026/05/22 23:15:00,,GX99,Lghs,#503,49,149,1,,交易地,交易地,steal,GX99,low,previous_image_visible_time,"連盟GX99は連盟LghsのLV.1交易地 #503(X:49,Y:149)を奪い"
IMG_0605.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0605.PNG,timeline_chat,2026/05/22 23:15:00,,BAJ,WUG,#523,949,849,1,,交易地,交易地,steal,BAJ,low,previous_image_visible_time,"連盟BAJは連盟WUGのLV.1交易地 #523(X:949,Y:849)を奪い"
IMG_0605.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0605.PNG,timeline_chat,2026/05/22 23:15:00,,BgNa,JL0,#511,49,949,1,,交易地,交易地,steal,BgNa,low,previous_image_visible_time,"連盟BgNaは連盟LOのLV.1交易地 #511(X:49,Y:949)を奪い"
IMG_0605.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0605.PNG,timeline_chat,2026/05/22 23:15:00,,GcC,NBNH,#523,949,949,1,,交易地,交易地,steal,GcC,low,previous_image_visible_time,"連盟GCCは連盟NBNHのLV.1交易地 #523(X:949,Y:949)を奪い"
IMG_0606.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0606.PNG,timeline_chat,2026/05/22 23:15:00,,RCON,RCON,#480,349,49,3,,交易地,交易地,steal,RCON,low,previous_image_visible_time,"連盟RCONは連盟RCONのLV.3交易地 #480(X:349,Y:49)を奪い"
IMG_0606.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0606.PNG,timeline_chat,2026/05/22 23:20:00,,RCON,BgNa,#480,49,49,1,,交易地,交易地,steal,RCON,medium,visible_time,"連盟RCONは連盟BgNaのLV.1交易地 #480(X:49,Y:49)を奪い"
IMG_0607.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0607.PNG,timeline_chat,2026/05/22 23:20:00,,RCON,BgNa,#480,49,49,1,,交易地,交易地,steal,RCON,low,previous_image_visible_time,"連盟RCONは連盟BgNaのLV.1交易地 #480(X:49,Y:49)を奪い"
IMG_0607.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0607.PNG,timeline_chat,2026/05/22 23:20:00,,476A,FHX,#509,949,349,3,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟FHXのLV.3交易地 #509(X:949,Y:349) を奪い"
IMG_0607.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0607.PNG,timeline_chat,2026/05/22 23:20:00,,GX99,fzn,#503,49,749,2,,交易地,交易地,steal,GX99,low,previous_image_visible_time,"連盟GX99は連盟fznのLV.2交易地 #503(X:49,Y:749)を奪い"
IMG_0608.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0608.PNG,timeline_chat,2026/05/22 23:20:00,,GX99,fzn,#503,49,749,2,,交易地,交易地,steal,GX99,low,previous_image_visible_time,"連盟GX99は連盟fznのLV.2交易地 #503(X:49,Y:749)を奪い"
IMG_0608.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0608.PNG,timeline_chat,2026/05/22 23:20:00,,476X,NBNH,#523,949,349,3,,交易地,交易地,steal,476X,low,previous_image_visible_time,"連盟476Xは連盟NBNHのLV.3交易地 #523(X:949,Y:349)7 を奪い"
IMG_0608.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0608.PNG,timeline_chat,2026/05/22 23:20:00,,476A,GODS,#440,649,949,3,,交易地,交易地,steal,476A,low,previous_image_visible_time,"連盟476Aは連盟GODSのLV.3交易地 #440(X:649,Y:949)を奪い"
IMG_0609.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0609.PNG,timeline_chat,2026/05/22 23:26:00,,BAJ,BgNa,#480,649,49,3,,交易地,交易地,steal,BAJ,low,previous_image_visible_time,"連盟BAは連盟BgNaのLV.3交易地 #480(X:649,Y:49)を奪い"
IMG_0609.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0609.PNG,timeline_chat,2026/05/22 23:26:00,,476B,476B,#476,49,949,1,,交易地,交易地,steal,476B,medium,visible_time,"連盟476Bは連盟476BのLV.1交易地 #476(X:49,Y:949)を奪い"
IMG_0610.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0610.PNG,timeline_chat,2026/05/22 23:26:00,,476B,476B,#476,49,949,1,,交易地,交易地,steal,476B,low,previous_image_visible_time,"連盟476Bは連盟476BのLV.1交易地 #476(X:49,Y:949)を奪い"
IMG_0610.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0610.PNG,timeline_chat,2026/05/22 23:26:00,,476d,476A,#476,749,949,2,,交易地,交易地,steal,476d,low,previous_image_visible_time,"連盟476dは連盟476AのLV.2交易地 #476(X:749,Y:949)を奪い"
IMG_0611.PNG,/Users/mba2025/Library/CloudStorage/GoogleDrive-ktzkstsh@gmail.com/.tmp/2584/拠点取得スクショ/IMG_0611.PNG,timeline_chat,2026/05/22 23:26:00,,UMN,,#503,599,699,3,,漁場,漁場,occupy,UMN,low,previous_image_visible_time,"連盟UMNがLV.3漁場 #503(X:599,Y:699)を 占領"
